ts,rss_mb,frame_ms_ewma,queue_len,queue_cap,queue_dropped,budget_chart,budget_instant,budget_preview,gui_interval_ms,guardrail,background
1773389968.253627,141.039,0.000,0,24,0,2,2,1,300,0,1
1773389968.628579,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389970.253150,141.039,0.000,0,24,0,2,2,1,300,0,1
1773389970.253154,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389970.628845,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389972.253883,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389972.253854,141.039,0.000,0,24,0,2,2,1,300,0,1
1773389972.627746,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389974.253676,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389974.628474,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389976.253489,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389976.628907,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389978.253528,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389978.628344,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389980.254554,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389980.629479,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389982.253881,141.188,0.000,0,24,0,2,2,1,300,0,1
1773389982.628210,142.117,0.000,0,24,0,2,2,1,300,0,1
1773389984.253568,141.039,0.000,0,24,0,2,2,1,300,0,1
